pl_name,ra,dec,sy_dist,sy_plx
Kepler-953 b,288.9716297,44.6246451,258.8930000,0.8898464
Kepler-953 c,288.9716297,44.6246451,258.8930000,0.8898464
Kepler-954 b,295.8594318,47.9396001,215.8140000,4.6048500
Kepler-955 b,288.4714969,40.2698157,550.3830000,1.7882900
Kepler-956 b,292.5308289,49.0616555,544.9390000,1.8062200
Kepler-957 b,290.1563633,48.8189710,824.6880000,1.1843100
Kepler-958 b,287.2566578,46.0667247,449.7730000,2.1944700
Kepler-959 b,292.1711850,40.8113849,807.7290000,1.2095400
Kepler-96 b,297.0698263,40.5252039,122.8810000,8.1091200
Kepler-960 b,281.4572217,46.7465538,284.9160000,3.4809800
Kepler-961 b,282.0354942,43.6312491,574.3140000,1.7124400
Kepler-962 b,295.3131906,46.2375024,411.4860000,2.4013400
Kepler-963 b,296.7529742,45.0411049,771.4940000,1.2676900
Kepler-964 b,295.3000650,40.5565792,454.6260000,2.1710000
Kepler-965 b,298.5153169,41.8912305,582.8280000,1.6871000
Kepler-966 b,297.2705760,50.1218365,1027.8000000,0.9443760
Kepler-967 b,286.5580128,38.4052418,568.5460000,2.6868816
Kepler-967 c,286.5580128,38.4052418,568.5460000,2.6868816
Kepler-968 b,285.6025889,50.1120401,290.3240000,3.4155700
Kepler-968 c,285.6025889,50.1120401,290.3240000,3.4155700
Kepler-969 b,288.3724989,47.9335642,390.3540000,2.5329400
Kepler-969 c,288.3724989,47.9335642,390.3540000,2.5329400
Kepler-97 b,287.3265292,48.6733443,400.9070000,2.4656300
Kepler-97 c,287.3265292,48.6733443,400.9070000,2.4656300
Kepler-970 b,289.6252192,40.7087351,331.5450000,2.9874500
Kepler-971 b,284.0945699,41.1828131,338.5220000,2.9268200
Kepler-972 b,295.8286790,43.4254371,1198.0300000,0.8066440
Kepler-973 b,290.1653203,49.9238126,328.5200000,3.0159200
Kepler-974 b,285.0131082,40.2209547,134.3110000,7.4165600
Kepler-975 b,290.5485100,38.4952415,426.0880000,2.3182000
Kepler-975 c,290.5485100,38.4952415,426.0880000,2.3182000
Kepler-976 b,289.8696232,46.7296855,1012.4100000,0.9596260
Kepler-977 b,291.5161959,42.2480736,568.7510000,1.7295700
Kepler-978 b,286.7107166,43.0433585,682.5220000,0.9610059
Kepler-979 b,300.3712023,46.4081872,576.5030000,1.7060200
Kepler-98 b,285.6616933,37.9645672,350.3150000,2.8258900
Kepler-980 b,294.6129869,45.0601740,961.4680000,1.0114600
Kepler-981 b,289.2489051,47.6501141,878.0820000,1.1101200
Kepler-982 b,288.4176803,46.5904531,801.4790000,1.2191500
Kepler-984 b,296.9588566,46.3940661,460.1880000,2.1442000
Kepler-985 b,290.1443390,44.0498808,679.3610000,1.4433100
Kepler-986 b,293.0940391,42.8964457,548.3640000,1.7949300
Kepler-987 b,289.4110582,46.1308443,914.1260000,1.0652800
Kepler-988 b,290.7082585,42.2372245,304.8890000,3.2513000
Kepler-989 b,281.5827983,47.2334674,491.9780000,2.0038600
Kepler-99 b,297.3539994,41.3000452,208.3690000,4.7703900
Kepler-990 b,297.9381813,46.8813194,802.1630000,1.2180500
Kepler-990 c,297.9381813,46.8813194,802.1630000,1.2180500
Kepler-991 b,297.0905543,49.6264867,389.5610000,2.5384000
Kepler-992 b,284.4304085,47.6416613,259.6390000,3.8226100
Kepler-993 b,292.6141076,44.3946644,324.4230000,3.0543900
Kepler-994 b,289.0720752,47.4069180,188.1580000,5.2858200
Kepler-995 b,284.6157154,39.1309980,609.6380000,1.6117800
Kepler-996 b,291.9127633,41.5335891,1216.5800000,0.7934100
Kepler-997 b,289.2333767,49.9388952,467.5680000,2.1101700
Kepler-998 b,296.7541629,49.2087085,986.3640000,0.9851080
Kepler-999 b,299.6604865,46.1984679,545.0630000,1.8063200
L 168-9 b,350.0285917,-60.0657292,25.1496000,39.7331000
L 363-38 b,10.8555443,-41.2952926,10.2295000,97.7275000
L 98-59 b,124.5328604,-68.3144658,10.6194000,94.1385000
L 98-59 c,124.5328604,-68.3144658,10.6194000,94.1385000
L 98-59 d,124.5328604,-68.3144658,10.6194000,94.1385000
L 98-59 e,124.5328604,-68.3144658,10.6194000,94.1385000
LHS 1140 b,11.2486320,-15.2741085,14.9861000,66.6996000
LHS 1140 c,11.2486320,-15.2741085,14.9861000,66.6996000
LHS 1478 b,44.3388743,76.5514045,18.2276000,54.8329000
LHS 1678 b,68.1789866,-39.7908744,19.8782000,50.2773000
LHS 1678 c,68.1789866,-39.7908744,19.8782000,50.2773000
LHS 1678 d,68.1789866,-39.7908744,19.8782000,50.2773000
LHS 1815 b,91.0899861,-55.3115376,29.8424000,33.4805000
LHS 3154 b,241.6367309,40.9068221,15.7606000,63.4206000
LHS 3844 b,340.4962038,-69.1721081,14.8846000,67.1548000
LHS 475 b,290.2379403,-82.5597883,12.4814000,80.0903000
LP 714-47 b,64.1902212,-12.0848643,52.6160000,18.9768000
LP 791-18 b,165.6904843,-16.4064445,26.4927000,37.7177000
LP 791-18 c,165.6904843,-16.4064445,26.4927000,37.7177000
LP 791-18 d,165.6904843,-16.4064445,26.4927000,37.7177000
LP 890-9 b,64.1309096,-28.3157909,32.4298000,30.8071000
LP 890-9 c,64.1309096,-28.3157909,32.4298000,30.8071000
LSPM J2116+0234 b,319.1147513,2.5807711,17.6297000,56.6935000
LTT 1445 A b,45.4624781,-16.5944956,6.8692900,145.5470000
LTT 1445 A c,45.4624781,-16.5944956,6.8692900,145.5470000
LTT 3780 b,154.6449033,-11.7178010,21.9814000,45.4644000
LTT 3780 c,154.6449033,-11.7178010,21.9814000,45.4644000
LTT 9779 b,358.6688767,-37.6282237,80.4373000,12.4034000
LkCa 15 b,69.8241791,22.3508662,158.1520000,6.2946500
LkCa 15 c,69.8241791,22.3508662,158.1520000,6.2946500
Lupus-TR-3 b,232.5774696,-42.9799461,773.4090000,1.3703200
MASCARA-1 b,317.5515264,10.7388967,182.2730000,5.4583500
MASCARA-4 b,147.5800667,-66.1139253,170.6960000,5.8297000
MWC 758 c,82.6147199,25.3324076,159.5370000,6.2404800
NGC 2682 Sand 1429 b,133.0147781,11.6899626,852.7930000,1.1434900
NGC 2682 Sand 364 b,132.4866957,11.6924845,817.1920000,1.1947100
NGC 2682 Sand 978 b,132.8228085,11.7562959,821.9180000,1.1876400
NGC 2682 YBP 1194 b,132.7533077,11.8146537,872.9200000,1.1164100
NGC 2682 YBP 1514 b,132.7531307,11.8865128,914.2210000,1.0645400
NGC 2682 YBP 401 b,132.8293081,11.6710271,830.8220000,1.1746000
NGTS-1 b,82.7142134,-36.6309812,218.1210000,4.5557700
NGTS-10 b,91.8722801,-25.5948963,324.6986504,3.0797787
NGTS-11 b,23.5214497,-14.4191493,190.4220000,5.2231300
NGTS-12 b,176.2499418,-35.6405630,446.4420000,2.2117700
NGTS-13 b,176.2402326,-38.1397158,647.5950000,1.5160400
NGTS-14 A b,328.5174799,-38.3774193,322.1480000,3.0757700
NGTS-15 b,73.3553101,-32.8003484,786.4850000,1.2425000
NGTS-16 b,58.2639299,-30.8046405,898.1680000,1.0841900
NGTS-17 b,72.9005729,-34.2262128,1040.2800000,0.9320590
NGTS-18 b,180.5462193,-35.5486091,1096.1900000,0.8837230
NGTS-2 b,215.1227617,-31.2020698,356.3910000,2.7792500
NGTS-20 b,46.2926368,-21.9336472,382.8980000,2.5834700
NGTS-21 b,311.2583112,-35.4278412,592.8910000,1.6593700
NGTS-23 b,70.4322947,-40.0445299,1074.9500000,0.9010910
NGTS-24 b,168.5638892,-37.9101328,683.0620000,1.4353800
NGTS-25 b,307.4182976,-39.0323568,521.2330000,1.8902900
NGTS-26 b,217.6832961,-31.7324526,1093.6900000,0.8867130
NGTS-27 b,206.0265266,-32.5229747,942.1220000,1.0334000
NGTS-3 A b,94.4447595,-35.7063640,743.9720000,1.3153500
NGTS-30 b,173.7148670,-24.6054801,238.3770000,4.1666900
NGTS-4 b,89.5988945,-30.8117992,280.5550000,3.5355800
NGTS-5 b,221.0582692,5.6053735,306.7790000,3.2310400
NGTS-6 b,75.7953820,-30.3994612,308.2620000,3.2150800
NGTS-8 b,328.9759206,-14.0684399,428.9760000,2.3026600
NGTS-9 b,141.9206435,-19.3476477,609.1280000,1.6135800
NN Ser c,238.2337015,12.9120871,515.8180000,1.9166400
NN Ser d,238.2337015,12.9120871,515.8180000,1.9166400
NSVS 14256825 b,305.0019460,4.6323715,820.8770000,1.1928800
NY Vir b,204.7005847,-2.0303873,544.0240000,1.8116100
NY Vir c,204.7005847,-2.0303873,544.0240000,1.8116100
OGLE-TR-10 b,267.8677483,-29.8764758,1344.9700000,0.7213800
OGLE-TR-111 b,163.3241150,-61.4056976,1068.3300000,0.9115920
OGLE-TR-113 b,163.1010355,-61.4468591,566.4590000,1.7375100
OGLE-TR-132 b,162.6440933,-61.9572476,2012.6200000,0.4734680
OGLE-TR-182 b,167.3279228,-61.0952624,2501.7500000,0.3745940
OGLE-TR-211 b,160.0598236,-62.4555353,1515.2600000,0.6351070
OGLE-TR-56 b,269.1479583,-29.5392222,282.8391387,3.5355786
OGLE2-TR-L9 b,166.9798793,-61.1462496,1627.6300000,0.5867310
Oph 11 b,245.6049610,-24.0872219,136.1655920,7.3439992
PDS 70 b,212.0421402,-41.3980405,113.0640000,8.8159300
PDS 70 c,212.0421402,-41.3980405,113.0640000,8.8159300
PH1 b,298.2150641,39.9550863,1033.1600000,0.4553000
PH2 b,289.7636212,51.9626830,343.8630000,2.8796200
POTS-1 b,203.6087259,-66.5811639,747.9590000,1.3157500
PSR B0329+54 b,53.2472749,54.5791636,504.9331206,1.9804603
PSR J2322-2650 b,350.6443481,-26.8495331,230.0000000,4.4000000
PZ Tel b,283.2745823,-50.1808952,47.0648000,21.2186000
Pr0201 b,130.4324005,20.2268164,180.6400000,5.5084400
Pr0211 b,130.5477440,19.2769570,182.7140000,5.4443100
Pr0211 c,130.5477440,19.2769570,182.7140000,5.4443100
Proxima Cen b,217.3934657,-62.6761821,1.3011900,768.5000000
Qatar-1 b,303.3818697,65.1623313,185.6150000,5.3586600
Qatar-10 b,284.4439052,69.5708373,559.0680000,1.7599000
Qatar-2 b,207.6554928,-6.8040714,181.3740000,5.4849000
Qatar-3 b,359.1519716,36.2129562,735.6010000,1.3315700
Qatar-4 b,4.8592750,44.0275965,329.0360000,3.0105100
Qatar-5 b,7.0539375,42.0613451,367.6580000,2.6925500
Qatar-6 b,222.2100773,22.1526136,100.8480000,9.8873000
Qatar-7 b,358.5151344,37.0218242,705.9810000,1.3884200
Qatar-8 b,157.4123405,70.5270835,281.4980000,3.5238000
Qatar-9 b,160.7480950,60.9641194,213.7710000,4.6490000
ROXs 12 b,246.6167993,-25.4466950,136.6500000,7.2894100
ROXs 42 B b,247.8125493,-24.5455770,143.5900000,6.9367800
RR Cae b,65.2733756,-48.6542601,21.1916000,47.1596000
Ross 128 b,176.9376036,0.7992898,3.3745400,296.3070000
Ross 458 c,195.1912147,12.3755996,11.5094000,86.8570000
Ross 508 b,230.9613022,17.4605347,11.2103000,89.1750000
SR 12 AB c,246.8312363,-24.6946687,112.3172158,8.9033546
TAP 26 b,64.7154450,17.3878826,121.4020000,8.2083700
TCP J05074264+2447555 b,76.9280000,24.7989611,505.0000000,1.4513200
TIC 139270665 b,124.0338967,33.2914532,189.8750000,5.2381900
TIC 139270665 c,124.0338967,33.2914532,189.8750000,5.2381900
TIC 172900988 b,128.6616644,31.5539793,250.9560000,3.9566300
TIC 237913194 b,22.4458116,-60.7399096,306.0630000,3.2385000
TIC 241249530 b,95.3088995,53.2950203,324.4480000,3.0537200
TIC 257060897 b,227.5321527,72.7103128,505.7030000,1.9486100
TIC 279401253 b,57.6572277,-15.0262251,285.5840000,3.4729800
TIC 279401253 c,57.6572277,-15.0262251,285.5840000,3.4729800
TIC 365102760 b,305.8398236,54.3943194,555.5460000,1.7715700
TIC 393818343 b,310.2917002,3.6382967,93.7345000,10.6397000
TIC 46432937 b,83.8689794,-14.5971909,90.5369000,11.0163000
TIC 4672985 b,38.4706782,-10.6573827,253.3850000,3.9179200
TOI-1052 b,337.5102738,-75.6465606,129.8040000,7.6751700
TOI-1052 c,337.5102738,-75.6465606,129.8040000,7.6751700
TOI-1062 b,38.1209678,-78.0236828,82.1733000,12.1405000
TOI-1062 c,38.1209678,-78.0236828,82.1733000,12.1405000
TOI-1064 b,296.0039349,-47.5620305,68.0726000,14.6620000
TOI-1064 c,296.0039349,-47.5620305,68.0726000,14.6620000
TOI-1075 b,309.9712091,-65.4496994,61.4592000,16.2420000
TOI-1107 b,155.6078632,-82.2188693,281.3140000,3.5260500
TOI-1130 b,286.3760037,-41.4376399,58.2609000,17.1355000
TOI-1130 c,286.3760037,-41.4376399,58.2609000,17.1355000
TOI-1135 b,193.3963704,85.1294952,114.0480000,8.7393600
TOI-1136 b,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1136 c,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1136 d,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1136 e,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1136 f,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1136 g,192.1848981,64.8552755,84.5362000,11.8003000
TOI-1173 b,197.6830975,70.7680117,132.3530000,7.5267100
TOI-1174 b,209.2171751,68.6182106,94.6375000,10.5378000
TOI-1180 b,214.5557741,82.1937642,72.0238000,13.8554000
TOI-1181 b,297.2158166,64.3543506,302.8190000,3.2740000
TOI-1184 b,272.2045196,60.6787845,58.5946000,17.0375000
TOI-1194 b,167.8214811,69.9647749,149.6670000,6.6526900
TOI-1199 b,166.8806581,61.3525723,248.4270000,3.9966000
TOI-1201 b,42.2476999,-14.5372835,37.8871000,26.3653000
TOI-122 b,332.9482355,-58.9460850,62.1180000,16.0698000
TOI-1221 b,107.9210254,-65.5088568,138.4110000,7.1959700
TOI-1224 b,37.1978356,-80.8991053,37.3312000,26.7584000
TOI-1224 c,37.1978356,-80.8991053,37.3312000,26.7584000
TOI-1227 b,186.7673635,-72.4518501,100.6410000,9.9079000
TOI-1231 b,156.7472600,-52.4678724,27.6227000,36.1735000
TOI-1235 b,152.2182549,69.2766204,39.6345000,25.2016000
TOI-1244 b,256.2795590,69.5190930,102.5510000,9.7223700
TOI-1246 b,251.1158702,70.4299917,169.4220000,5.8735800
TOI-1246 c,251.1158702,70.4299917,169.4220000,5.8735800
TOI-1246 d,251.1158702,70.4299917,169.4220000,5.8735800
TOI-1246 e,251.1158702,70.4299917,169.4220000,5.8735800
TOI-1248 b,259.0235918,63.1056072,168.7350000,5.8975700
TOI-1249 b,200.5615762,66.3085331,139.4900000,7.1401400
TOI-125 b,23.5934253,-66.6763495,111.0590000,8.9754600
TOI-125 c,23.5934253,-66.6763495,111.0590000,8.9754600
TOI-125 d,23.5934253,-66.6763495,111.0590000,8.9754600
TOI-1259 A b,282.1001665,79.2564761,118.1060000,8.4380900
TOI-1260 b,157.1440712,65.8541986,73.5977000,13.5585000
TOI-1260 c,157.1440712,65.8541986,73.5977000,13.5585000
TOI-1260 d,157.1440712,65.8541986,73.5977000,13.5585000
TOI-1266 b,197.9965833,65.8336973,36.0118000,27.7397000
TOI-1266 c,197.9965833,65.8336973,36.0118000,27.7397000
TOI-1268 b,198.3885831,62.3053799,109.5570000,9.0990600
TOI-1269 b,249.6966397,64.5591810,172.1380000,5.7804300
TOI-1272 b,199.1962036,49.8610591,137.5720000,7.2400300
TOI-1272 c,199.1962036,49.8610591,137.5720000,7.2400300
TOI-1273 b,214.1208564,58.3902534,177.1180000,5.6173800
TOI-1278 b,320.4784442,35.6486250,75.5759000,13.2028000
TOI-1279 b,185.0628734,56.2014094,107.0550000,9.3120900
TOI-128.01,79.5209381,-80.9643840,68.4727000,14.5754000
TOI-1288 b,313.1670294,65.6087833,114.8650000,8.6770100
TOI-1288 c,313.1670294,65.6087833,114.8650000,8.6770100
TOI-1294 b,223.0926408,70.4765573,332.6480000,2.9773500
TOI-1294 c,223.0926408,70.4765573,332.6480000,2.9773500
TOI-1296 b,256.7706392,70.2384806,323.2650000,3.0647500
TOI-1298 b,241.3229012,70.1900397,319.0360000,3.1056000
TOI-132 b,338.3996623,-43.4368720,163.6780000,6.0809300
TOI-1333 b,325.0145363,48.4067674,200.4920000,4.9590400
TOI-1338 b,92.1330955,-59.5409853,399.0170000,2.4773500
TOI-1338 c,92.1330955,-59.5409853,399.0170000,2.4773500
TOI-1347 b,280.3266806,70.2900536,147.4760000,6.7523300
TOI-1347 c,280.3266806,70.2900536,147.4760000,6.7523300
TOI-1386 b,334.5041029,54.3190454,146.8580000,6.7805500
TOI-1386 c,334.5041029,54.3190454,146.8580000,6.7805500
TOI-139 b,336.4024144,-34.9097131,42.4061000,23.5527000
TOI-1408 b,313.5110469,72.5806455,139.4840000,7.1404100
TOI-1408 c,313.5110469,72.5806455,139.4840000,7.1404100
TOI-1410 c,334.8828486,42.5603141,72.7512000,13.7166000
TOI-1410.01,334.8828486,42.5603141,72.7512000,13.7166000
TOI-1411 b,232.9460470,47.0555507,32.4778000,30.7613000
TOI-1416 b,216.9234892,41.9529862,55.0135000,18.1484000
TOI-1420 b,322.9418092,66.3490054,201.9180000,4.9237000
TOI-1422 b,354.2408290,39.6392793,155.1410000,6.4169300
TOI-1431 b,316.2036922,55.5880221,148.9250000,6.6863700
TOI-1437 b,256.1387513,56.8425490,103.2970000,9.6519100
TOI-1439 b,241.7639371,67.8776404,230.3060000,4.3137000
TOI-1442 b,287.2921006,74.1742762,41.1659000,24.2630000
TOI-1443 b,297.3986780,76.1391776,85.8034000,11.6257000
TOI-1444 b,305.4749252,70.9437054,125.4630000,7.9415600
TOI-1448 b,316.3240030,57.7710946,73.3345000,13.6073000
TOI-1450 A b,286.8540627,59.0866254,22.4467000,44.5209000
TOI-1450 A c,286.8540627,59.0866254,22.4467000,44.5209000
TOI-1451 b,186.5242821,61.2589289,91.9362000,10.8482000
TOI-1452 b,290.1739741,73.1951082,30.5212000,32.7352000
TOI-1467 b,19.1146441,49.2331382,37.4418000,26.6793000
TOI-1468 b,16.6538724,19.2249195,24.7399000,40.3917000
TOI-1468 c,16.6538724,19.2249195,24.7399000,40.3917000
TOI-1470 b,10.0891431,61.2133868,51.9503000,19.2202000
TOI-1470 c,10.0891431,61.2133868,51.9503000,19.2202000
TOI-1472 b,14.1142611,48.6375168,121.8400000,8.1801900
TOI-1478 b,126.4337428,-13.5595485,152.8920000,6.5119900
TOI-150.01,112.9654210,-73.6060358,336.2670000,2.9449700
TOI-1516 b,340.0846204,69.5037313,247.0540000,4.0189200
TOI-1518 b,352.2675207,67.0348062,225.8880000,4.3984200
TOI-157 b,73.7014398,-76.6806061,355.6830000,2.7827400
TOI-1601 b,38.3615690,41.0134321,336.6080000,2.9441900
TOI-163 b,79.7682532,-71.8955269,411.7190000,2.4009700
TOI-1634 b,56.3906096,37.1122803,35.2736000,28.3210000
TOI-1634 c,56.3906096,37.1122803,35.2736000,28.3210000
TOI-1669 b,45.9564744,83.5874273,111.2760000,8.9578100
TOI-1669 c,45.9564744,83.5874273,111.2760000,8.9578100
TOI-1670 b,259.0172522,72.1611806,168.0670000,5.9211600
TOI-1670 c,259.0172522,72.1611806,168.0670000,5.9211600
TOI-1680 b,292.3139790,65.9738018,37.2209000,26.8377000
TOI-1683.01,65.9796504,27.8223701,51.1884000,19.5069000
TOI-1685 b,68.5939529,43.0370395,37.6153000,26.5561000
TOI-169 b,16.7786879,-75.1989452,407.8400000,2.4232800
TOI-1691 b,272.4041179,86.8603430,111.4450000,8.9442000
TOI-1693 b,90.3083455,34.7730904,30.7947000,32.4443000
TOI-1694 b,97.7487104,66.3605956,124.6800000,7.9918200
TOI-1694 c,97.7487104,66.3605956,124.6800000,7.9918200
TOI-1695 b,21.9217346,72.2966148,45.1309000,22.1289000
TOI-1696 b,65.2806480,48.8198312,64.9172000,15.3761000
TOI-1710 b,94.2838373,76.2110200,81.2271000,12.2823000
TOI-172 b,316.6318791,-26.6928654,342.8310000,2.8899900
TOI-1723 b,116.7971978,68.4766845,100.7270000,9.8989800
TOI-1728 b,120.6116787,64.7971531,60.7980000,16.4191000
TOI-1736 b,43.4344615,69.1013450,88.9482000,11.2138000
TOI-1736 c,43.4344615,69.1013450,88.9482000,11.2138000
TOI-1739 b,240.1724810,83.2586589,70.9819000,14.0592000
TOI-1742 b,257.3288678,71.8766724,72.8871000,13.6909000
TOI-1749 b,282.7372281,64.4194660,99.5561000,10.0156000
TOI-1749 c,282.7372281,64.4194660,99.5561000,10.0156000
TOI-1749 d,282.7372281,64.4194660,99.5561000,10.0156000
TOI-1751 b,243.4888534,63.5335297,113.3350000,8.7945000
TOI-1753 b,252.4698351,61.1735768,226.6710000,4.3836100
TOI-1758 b,354.7415810,75.6852317,96.6215000,10.3209000
TOI-1759 b,326.8516615,62.7538164,40.0654000,24.9302000
TOI-1775 b,150.1151015,39.4577506,149.2340000,6.6723100
TOI-1776 b,164.7772913,40.9837182,44.6470000,22.3694000
TOI-178 b,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-178 c,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-178 d,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-178 e,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-178 f,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-178 g,7.3020115,-30.4541159,62.6990000,15.9205000
TOI-1789 b,142.7434060,26.5399951,229.0670000,4.3371600
TOI-1794 b,203.3974857,49.0608433,155.7910000,6.3900100
TOI-1798.01,211.0939367,46.5192825,113.1810000,8.8065300
TOI-1798.02,211.0939367,46.5192825,113.1810000,8.8065300
TOI-1799 b,167.2329152,34.3030149,62.1274000,16.0673000
TOI-1801 b,175.5755995,23.0270335,30.6796000,32.5678000
TOI-1806.01,166.1181474,30.4585763,55.5211000,17.9826000
TOI-1807 b,201.2826259,38.9223671,42.5775000,23.4577000
TOI-181 b,352.1725409,-34.4914099,96.2338000,10.3630000
TOI-1811 b,188.9223576,27.2143766,128.2300000,7.7699100
TOI-1820 b,187.6867207,27.4520016,248.5040000,3.9962600
TOI-1823 b,196.2197201,63.7532610,71.6456000,13.9287000
TOI-1824 b,197.7312286,61.7448492,59.4314000,16.7973000
TOI-1836 b,245.9079242,54.6900774,191.6490000,5.1890700
TOI-1836 c,245.9079242,54.6900774,191.6490000,5.1890700
TOI-1842 b,201.9626552,9.0306437,223.4650000,4.4466700
TOI-1853 b,211.4593468,16.9923703,165.1050000,6.0281100
TOI-1855 b,205.3539534,17.6868719,176.8330000,5.6264500
TOI-1859 b,279.8317644,69.5228726,224.3850000,4.4278200
TOI-1860 b,226.4567308,64.0476821,45.8640000,21.7747000
TOI-1898 b,144.5553000,23.5467464,79.6682000,12.5237000
TOI-1899 b,299.4268472,40.1433462,128.4380000,7.7568900
TOI-1937 A b,116.3707214,-52.3832587,415.1350000,2.3800300
TOI-198 b,2.2715087,-27.1217452,23.7262000,42.1185000
TOI-199 b,80.1058735,-59.8954326,102.2700000,9.7490700
TOI-199 c,80.1058735,-59.8954326,102.2700000,9.7490700
TOI-1994 b,147.1745753,-51.7565640,515.6030000,1.9114000
TOI-2000 b,146.3970631,-66.6866307,175.7130000,5.6623000
TOI-2000 c,146.3970631,-66.6866307,175.7130000,5.6623000
TOI-201 b,87.4017825,-54.9104230,113.8250000,8.7565900
TOI-2010 b,292.1669417,53.4873694,109.1900000,9.1295200
TOI-2015 b,232.1326528,27.3610730,47.3444000,21.0930000
TOI-2018 b,229.8374423,29.2078771,27.9956000,35.6909000
TOI-2019 b,234.4317651,48.9552060,198.0070000,5.0214700
TOI-2025 b,282.7952558,82.2454143,335.9850000,2.9475300
TOI-2046 b,16.1849423,74.3313055,289.6680000,3.4235600
TOI-2048 b,237.9241066,52.3063083,116.5670000,8.5498200
TOI-206 b,73.7382202,-62.5218740,47.7465000,20.9152000
TOI-2068 b,186.2735600,60.4183455,52.9328000,18.8629000
TOI-2076 b,217.3920159,39.7903991,41.9091000,23.8322000
TOI-2076 c,217.3920159,39.7903991,41.9091000,23.8322000
TOI-2076 d,217.3920159,39.7903991,41.9091000,23.8322000
TOI-2081 b,264.3022634,53.0255666,62.3446000,16.0109000
TOI-2084 b,259.2545389,72.7470231,114.5490000,8.7010100
TOI-2088 b,261.3748943,75.8822796,126.4600000,7.8787400
TOI-2095 b,285.6365235,75.4185135,41.9176000,23.8274000
TOI-2095 c,285.6365235,75.4185135,41.9176000,23.8274000
TOI-2096 b,151.6186989,74.8272107,48.4809000,20.5978000
TOI-2096 c,151.6186989,74.8272107,48.4809000,20.5978000
TOI-2107 b,286.7965405,-58.6968348,236.7050000,4.1961700
TOI-2109 b,253.1862971,16.5799153,262.0410000,3.7879100
TOI-2120 b,23.5073150,65.5139877,32.1755000,31.0507000
TOI-2128 b,256.9817998,32.1053027,36.5780000,27.3099000
TOI-2134 b,271.9355015,39.0729269,22.6202000,44.1793000
TOI-2134 c,271.9355015,39.0729269,22.6202000,44.1793000
TOI-2136 b,281.1763433,36.5631318,33.3631000,29.9445000
TOI-2141 b,258.7623456,18.3403449,77.6820000,12.8442000
TOI-2145 b,263.7580753,40.6950428,224.7310000,4.4209500
TOI-2152 A b,26.3389717,77.7901231,303.0060000,3.2718100
TOI-2154 b,71.0281482,84.3642652,296.4600000,3.3443900
TOI-2158 b,276.8100527,20.5268868,198.4730000,5.0099000
TOI-216.01,73.9800129,-63.2603301,177.9450000,5.5909400
TOI-216.02,73.9800129,-63.2603301,177.9450000,5.5909400
TOI-2180 b,277.9436300,56.6506789,116.6850000,8.5411600
TOI-2184 b,100.8331246,-66.9476563,788.3170000,1.2397600
TOI-2193 A b,313.6912320,-72.8046404,337.0640000,2.9380200
TOI-2194 b,299.1563393,-31.3351812,19.5711000,51.0671000
TOI-2196 b,312.3400744,-70.4850723,259.9470000,3.8183300
TOI-220 b,91.7996988,-61.9972098,90.7402000,10.9915000
TOI-2202 b,51.2284214,-73.9575458,235.9330000,4.2096100
TOI-2202 c,51.2284214,-73.9575458,235.9330000,4.2096100
TOI-2207 b,307.5966925,-44.8876181,373.3450000,2.6508000
TOI-2236 b,20.1660113,-86.9799650,355.5900000,2.7834200
TOI-2257 b,194.7396141,77.6617157,57.7911000,17.2748000
TOI-2260 b,247.6669998,49.0467891,101.2510000,9.8476110
TOI-2266 b,245.2800398,31.5770413,51.6004000,19.3509000
TOI-2285 b,332.5632644,58.7060934,42.4090000,23.5510000
TOI-2337 b,290.6198948,60.8539035,536.0460000,1.8368000
TOI-2338 b,81.3445824,-34.6682491,313.9960000,3.1559100
TOI-2364 b,89.1300265,-5.0120298,219.6140000,4.5248900
TOI-2368 b,134.9576234,-48.4884929,210.9150000,4.7125100
TOI-237 b,353.2435381,-29.4164870,38.0749000,26.2368000
TOI-2373 b,61.6862197,-16.7557546,508.6860000,1.9370900
TOI-2374 b,319.4982407,-22.0498228,134.6550000,7.3979500
TOI-2379 b,358.0920465,-53.0431560,211.2470000,4.7050000
TOI-238 b,349.2310814,-18.6066463,80.5407000,12.3873000
TOI-238 c,349.2310814,-18.6066463,80.5407000,12.3873000
TOI-2384 b,36.1561463,-65.0001957,191.5100000,5.1936000
TOI-2406 b,8.8060544,-3.3720833,55.4190000,18.0160000
TOI-2411 b,20.9224567,-8.7017944,59.5362000,16.7682000
TOI-2416 b,57.3389409,-60.7871861,557.7330000,1.7641400
TOI-2421 b,33.1540208,-35.3909182,327.9270000,3.0207800
TOI-2427 b,52.2917315,-31.3628665,28.5147000,35.0407000
TOI-244 b,10.5697537,-36.7179743,22.0337000,45.3562000
TOI-2443 b,40.1798608,1.1996757,23.9258000,41.7670000
TOI-2445 b,43.3161555,0.0523366,48.5820000,20.5557000
